rpm,engine_temp,fuel_pressure,battery_voltage,vibration,ambient_temp_c,elevation_ft,payload_ratio,road_grade_pct,idle_hours_day,engine_temp_delta_30d,fuel_pressure_delta_30d,battery_voltage_delta_30d,vibration_delta_30d,failure,failure_probability_true
2138.49,129.26,60.25,13.371,1.138,34.62,871.4,0.88,2.604,2.181,0.596,-0.896,-0.5377,0.3708,1,0.354344
1770.08,103.38,61.52,14.058,0.784,18.32,1586.5,0.794,0.277,1.753,2.975,-0.707,-0.3403,0.3917,0,0.000824
1755.54,113.51,59.82,13.873,0.67,28.46,1345.8,0.578,2.023,1.49,-0.715,0.412,-0.3928,0.3075,0,0.016302
1517.05,116.96,59.13,13.278,0.54,48.5,171.9,0.392,0.968,1.907,2.254,-0.902,-0.3834,0.1537,0,0.035571
1844.1,116.97,57.41,13.574,0.969,34.83,971.3,0.742,1.428,2.349,1.184,0.05,-0.3694,0.2478,0,0.016302
2049.63,103.19,54.94,13.227,0.805,-8.03,7328.3,0.805,2.359,2.024,5.216,-0.869,-0.3401,0.2451,0,0.001659
1651.49,102.98,63.58,13.032,0.598,-9.4,3343.5,0.609,1.305,3.997,0.65,-2.171,-0.7371,0.2139,0,0.003684
2277.84,125.13,57.07,13.672,1.107,3.44,7936.6,0.756,4.644,2.236,2.865,-2.469,-0.3684,0.3876,1,0.524979
1951.29,104.62,65.08,13.161,0.928,-12.09,2631.0,0.759,1.342,2.443,1.453,0.407,-0.3146,0.3289,0,0.000824
1785.44,103.93,61.26,13.475,0.317,4.91,385.2,0.483,0.985,1.768,-1.003,-1.813,-0.334,0.4181,0,0.000824
1854.44,109.92,62.33,13.302,0.857,-7.22,2930.5,0.739,1.392,3.078,-1.299,0.019,-0.5111,0.3696,0,0.003684
1821.54,104.6,61.43,13.657,0.911,7.9,1382.5,0.846,0.216,2.476,6.302,-1.906,-0.4787,0.4446,0,0.007392
2029.59,120.58,62.94,13.926,0.523,41.09,1073.0,0.797,0.165,1.625,1.254,-3.709,-0.2676,0.3717,0,0.09975
1832.91,106.21,70.28,14.018,0.378,17.69,2110.3,0.635,1.248,1.661,0.539,-2.419,-0.378,0.2931,0,0.002025
1557.29,117.59,63.97,13.915,0.479,18.98,1516.7,0.49,0.963,1.501,1.219,-0.209,-0.2392,0.2435,0,0.006693
1802.81,110.98,60.95,13.919,0.659,24.66,2715.4,0.68,1.63,2.474,1.82,-4.427,-0.3955,0.2524,0,0.047426
1964.53,125.31,61.86,13.764,1.254,35.32,7386.6,0.859,2.953,1.878,2.735,-0.08,-0.3842,0.5212,1,0.768525
1889.34,117.6,59.37,13.694,0.801,39.35,1579.6,0.658,2.852,2.058,2.911,-1.331,-0.2757,0.3999,0,0.006693
1517.91,101.48,65.16,13.314,0.321,0.77,1629.8,0.449,0.357,1.339,-2.237,0.335,-0.2025,0.1841,0,0.000824
1361.24,104.84,62.88,13.676,0.323,34.73,145.7,0.384,0.0,1.579,4.048,-2.489,-0.3773,0.1394,0,0.002025
1562.61,108.58,61.87,13.329,0.393,41.65,755.9,0.625,1.235,1.532,3.198,-2.165,-0.4498,0.3711,0,0.002025
1949.14,98.89,62.61,12.959,0.883,-14.72,826.6,0.877,0.0,2.463,4.819,-2.579,-0.4623,0.2939,0,0.002025
2269.63,123.69,56.83,13.884,1.253,-0.52,7857.6,0.757,4.149,1.762,1.307,-2.433,-0.3413,0.5714,1,0.574443
1930.26,118.9,63.05,13.321,1.036,26.38,1337.0,0.855,2.251,1.482,4.687,0.024,-0.3334,0.3506,0,0.006693
1791.93,108.2,65.14,13.663,0.685,5.83,2400.3,0.743,0.682,2.105,3.89,-1.077,-0.2899,0.3219,0,0.000824
1808.98,115.71,59.33,13.989,0.956,12.41,7096.4,0.305,4.404,3.441,5.355,0.178,-0.581,0.4032,0,0.057324
2173.14,124.03,60.81,13.86,0.988,18.94,6225.9,0.742,4.664,0.81,0.586,-2.251,-0.4776,0.5823,0,0.214165
1689.68,100.37,63.21,13.234,0.292,-8.18,1716.7,0.657,0.642,1.433,3.058,-4.886,-0.3532,0.2191,0,0.00606
1741.39,106.33,65.17,13.332,0.643,14.63,2624.5,0.635,0.428,2.878,1.647,-2.125,-0.4715,0.2927,0,0.003684
1685.07,113.7,55.68,13.914,0.613,34.68,2101.0,0.577,1.311,1.82,3.302,-1.656,-0.2525,0.2226,0,0.006693
1695.6,98.66,58.52,13.745,0.571,0.84,2364.3,0.756,0.229,1.808,1.167,-0.345,-0.4556,0.2022,0,0.002025
1912.87,115.36,56.7,13.589,0.986,9.76,3044.9,0.737,2.228,2.574,0.114,-0.063,-0.5542,0.4507,0,0.047426
1537.01,98.35,61.53,13.022,0.578,-8.06,597.3,0.481,0.7,2.542,1.24,0.533,-0.5722,0.1374,0,0.002025
1895.19,105.94,65.69,13.528,0.729,-2.85,1794.1,0.804,1.358,0.91,0.77,1.198,-0.3447,0.3064,0,0.000824
1965.3,123.2,59.83,13.94,0.853,39.97,1836.7,0.84,1.193,1.034,0.58,-1.64,-0.1918,0.379,0,0.035571
1958.31,101.15,58.95,12.118,0.745,-26.45,3776.8,0.625,3.695,1.913,1.395,-0.182,-0.3826,0.4173,0,0.004496
1956.54,118.93,58.08,13.565,0.836,40.11,562.3,0.816,1.845,1.566,2.521,-1.746,-0.321,0.3433,0,0.006693
1771.54,121.15,68.64,14.02,0.773,46.28,1200.0,0.787,0.369,1.716,0.477,-0.889,-0.4181,0.3349,1,0.083173
1660.13,116.64,63.84,13.469,0.356,31.49,894.2,0.491,1.454,2.686,1.082,-1.261,-0.507,0.2609,0,0.016302
1953.33,108.8,64.63,13.074,0.641,-7.58,1971.5,0.675,1.425,1.327,3.178,-2.301,-0.3208,0.2995,0,0.000824
1584.1,100.52,62.19,12.555,0.532,-18.67,1588.9,0.514,1.35,2.613,0.015,-0.045,-0.5034,0.3257,0,0.002025
1830.66,104.38,64.53,13.884,0.672,-0.9,2680.3,0.538,2.657,1.575,3.11,0.75,-0.4684,0.4245,0,0.002025
1826.79,115.34,61.23,13.581,0.868,31.76,2301.0,0.782,1.177,2.771,1.722,0.959,-0.5991,0.2418,0,0.029312
1549.88,98.89,67.22,13.397,0.559,3.23,730.5,0.636,1.228,3.157,2.323,-1.893,-0.5185,0.3958,0,0.003684
1945.85,118.28,59.2,13.821,0.811,19.85,1088.6,0.794,2.233,1.128,3.733,-2.859,-0.4235,0.3165,0,0.016302
1923.14,113.16,59.65,13.586,0.612,5.56,2450.8,0.637,1.728,1.03,0.362,-1.901,-0.3509,0.3563,0,0.016302
1873.07,110.98,64.22,13.303,0.784,11.49,2102.7,0.695,1.45,3.129,2.142,-0.563,-0.4078,0.1694,0,0.029312
1914.42,102.41,62.89,13.286,0.905,-7.7,3189.6,0.733,1.752,2.62,-3.03,-2.483,-0.3322,0.3483,0,0.000824
1791.0,115.45,57.4,13.479,0.709,13.93,2385.1,0.785,1.405,1.614,-3.19,-1.968,-0.1798,0.2206,0,0.006693
1528.45,101.98,60.98,13.212,0.558,-1.21,3451.3,0.338,0.963,3.265,3.683,-1.344,-0.5168,0.2687,0,0.003684
1721.03,91.98,60.06,11.878,0.585,-29.66,1195.4,0.55,0.634,2.018,2.097,-3.851,-0.341,0.2244,0,0.021881
1916.13,108.68,58.85,13.779,0.729,3.1,6171.8,0.61,2.611,2.043,-1.714,-0.376,-0.3589,0.3638,0,0.002025
1803.05,106.96,64.45,13.083,0.733,-13.51,507.9,0.82,1.405,1.311,-1.643,-0.501,-0.4551,0.38,0,0.002025
1675.36,113.72,60.65,13.741,0.768,33.3,964.2,0.641,2.153,2.526,0.374,-2.802,-0.4599,0.3594,0,0.016302
1744.95,103.66,58.36,12.918,1.062,-6.88,1143.0,0.866,0.726,1.625,0.731,0.433,-0.2521,0.2192,0,0.000824
1982.64,128.12,66.59,13.704,0.82,36.85,1918.7,0.616,3.658,0.985,0.999,-0.442,-0.3946,0.3518,0,0.083173
1533.6,95.83,60.97,12.365,0.369,-21.73,1294.3,0.597,0.0,2.955,-2.099,-1.696,-0.5115,0.0148,0,0.008163
2110.95,118.6,60.11,13.319,0.825,-1.96,7106.1,0.739,3.232,2.589,0.086,-1.657,-0.4037,0.442,0,0.032295
1911.55,113.64,61.14,13.635,1.123,17.03,866.2,0.828,2.625,2.878,2.746,-0.945,-0.3954,0.4566,0,0.354344
1686.29,111.89,60.52,13.77,0.713,29.36,1188.9,0.739,0.0,2.721,1.472,-1.629,-0.2963,0.1595,0,0.012128
2188.26,127.61,56.76,13.866,1.262,20.87,5379.6,0.87,3.707,1.263,2.114,0.672,-0.2341,0.5556,0,0.401312
1650.32,104.43,57.74,13.102,0.613,-14.15,1618.1,0.561,0.957,3.2,2.25,-0.542,-0.6372,0.2309,0,0.003684
1761.47,117.79,56.99,13.442,0.526,47.87,1063.3,0.688,1.313,0.466,2.5,-1.029,-0.4238,0.2875,0,0.035571
1499.93,96.77,57.86,12.7,0.459,-18.83,2423.7,0.554,0.0,2.456,3.434,-2.192,-0.6578,0.1866,0,0.002025
1624.03,114.72,62.89,13.634,0.39,34.09,1134.0,0.556,0.665,1.853,-1.106,-0.981,-0.2155,0.3399,0,0.006693
1769.8,119.91,59.15,13.126,0.575,48.46,1643.6,0.602,1.82,1.821,6.861,-4.344,-0.5218,0.3086,0,0.28905
1988.86,111.73,62.43,13.872,0.957,9.25,147.6,0.877,1.833,1.824,3.051,-0.52,-0.337,0.2717,0,0.006693
1987.87,100.79,58.81,12.745,0.821,-13.69,1933.1,0.832,0.716,2.806,3.193,-0.115,-0.596,0.3598,0,0.003684
2312.28,124.22,58.14,13.821,1.56,7.04,9173.4,0.96,4.122,1.385,4.244,-2.072,-0.435,0.305,1,0.524979
1735.23,113.84,58.45,13.155,0.772,47.19,1336.1,0.772,0.754,1.613,2.21,-4.394,-0.4261,0.364,0,0.09975
1937.9,119.74,65.84,13.113,0.594,35.03,351.1,0.635,2.018,1.934,3.01,-0.168,-0.2953,0.3864,0,0.006693
1617.57,108.34,64.91,13.768,0.475,27.85,1062.5,0.613,1.229,1.691,-0.162,-1.858,-0.1807,0.2982,0,0.000824
2414.52,130.64,60.42,13.536,1.325,17.78,9027.3,0.789,5.613,3.307,4.367,-4.445,-0.6184,0.4623,1,0.947846
1882.21,106.1,64.66,12.403,0.817,-13.07,1892.3,0.741,1.111,3.331,4.177,-0.812,-0.5353,0.2852,0,0.003684
2109.32,118.93,57.06,13.794,1.149,8.01,7607.6,0.779,3.803,1.207,3.44,-3.991,-0.3546,0.3365,0,0.377541
1866.46,112.5,61.74,13.67,0.783,28.03,979.6,0.822,0.433,1.439,0.442,-1.935,-0.5243,0.1711,0,0.016302
1838.3,111.38,63.39,13.393,0.609,32.54,56.9,0.725,1.511,2.017,1.766,-1.579,-0.3405,0.2433,0,0.006693
1658.03,112.44,61.9,13.692,0.632,17.29,476.6,0.817,0.0,1.452,-0.841,-2.032,-0.3578,0.1728,0,0.016302
1818.48,114.89,59.42,13.766,0.93,37.21,1571.8,0.916,0.879,0.528,1.337,-1.207,-0.2849,0.3655,0,0.006693
1779.13,119.26,57.8,13.659,0.97,39.55,1195.5,0.794,1.43,1.52,4.946,-4.327,-0.3686,0.3571,0,0.047426
1653.7,112.48,65.83,13.705,0.593,37.88,470.5,0.559,0.805,2.871,2.12,-2.128,-0.4456,0.1581,0,0.029312
1788.48,104.5,62.06,13.251,0.665,-0.59,871.9,0.739,1.009,1.896,-0.624,-1.867,-0.2841,0.1687,0,0.000824
2113.22,121.22,61.38,13.894,1.285,14.09,5341.4,0.912,3.559,1.431,1.411,-3.556,-0.2573,0.4988,1,0.668188
1921.37,118.2,62.2,13.598,0.658,14.25,3021.5,0.564,3.602,1.675,3.193,-0.78,-0.5078,0.4839,0,0.047426
1680.14,101.95,64.48,13.666,0.133,16.67,1879.6,0.656,0.055,1.028,1.948,0.746,-0.1837,0.2149,0,0.000824
1918.16,130.5,63.98,13.185,0.86,46.82,0.0,0.741,1.69,3.803,1.967,-0.833,-0.5255,0.1984,0,0.268941
1641.44,111.68,59.34,13.479,0.449,15.65,1113.4,0.519,1.302,2.2,3.334,-2.462,-0.5993,0.4558,0,0.047426
1407.67,109.91,59.8,13.783,0.178,24.58,248.2,0.372,0.552,0.78,-0.705,-2.462,-0.4946,0.013,0,0.002025
2187.34,120.59,61.86,13.306,1.074,11.22,4990.0,0.814,3.572,1.683,2.394,-0.469,-0.3122,0.5187,0,0.09975
2024.72,100.83,61.18,13.345,1.04,-4.31,379.5,0.949,0.416,2.646,5.279,-0.407,-0.2657,0.2891,0,0.000824
2082.95,104.68,56.81,13.533,1.052,-13.71,2263.8,0.897,1.043,0.952,-0.722,-2.199,-0.2664,0.4116,0,0.000824
1979.09,112.95,60.18,13.741,1.062,30.58,2876.1,0.844,0.461,2.501,2.269,-4.059,-0.5935,0.0799,0,0.047426
1717.83,120.87,61.61,13.835,0.522,28.98,483.8,0.597,0.798,1.561,0.054,-0.615,-0.2008,0.3125,1,0.035571
1944.14,123.48,63.16,13.635,0.621,38.45,1097.5,0.804,1.199,0.621,3.734,-0.551,-0.24,0.3399,0,0.035571
1832.09,101.72,62.72,13.291,0.937,-5.08,1566.4,0.89,1.151,2.091,2.182,-1.78,-0.4736,0.2936,0,0.002025
2052.73,110.91,59.01,12.878,0.865,-16.9,4307.2,0.597,4.461,0.429,3.131,-4.545,-0.4258,0.428,0,0.047426
1666.9,108.01,65.09,13.506,0.62,24.27,1325.1,0.684,1.236,2.603,1.935,-0.673,-0.4227,0.3119,0,0.002025
1995.23,125.45,62.76,13.862,1.277,38.47,1109.1,0.894,2.288,1.417,4.203,-0.845,-0.4995,0.3854,0,0.354344
1698.82,109.89,63.89,13.443,0.552,26.6,2606.2,0.701,0.271,2.072,4.725,0.309,-0.4126,0.3726,0,0.002025
2078.42,124.33,61.63,13.77,0.889,28.54,7100.3,0.727,3.017,0.348,2.571,-3.122,-0.0814,0.253,0,0.069138
1846.52,115.17,63.02,14.317,0.63,26.27,845.5,0.798,1.24,0.513,2.167,-0.616,-0.1537,0.2801,0,0.006693
2014.7,128.16,56.5,13.78,1.079,27.55,1530.5,0.837,2.559,2.641,5.735,-1.31,-0.4716,0.4437,0,0.083173
2104.66,124.63,60.15,13.982,0.934,27.47,8022.3,0.561,4.042,2.234,2.028,-3.3,-0.5675,0.4547,0,0.354344
1787.2,118.2,61.25,14.151,0.512,20.87,742.7,0.626,2.468,1.193,2.971,-0.406,-0.3034,0.4817,0,0.01984
1688.85,102.73,62.91,13.762,0.688,-1.13,2636.3,0.518,1.072,2.697,0.131,0.595,-0.5241,0.2189,0,0.002025
1911.29,116.82,62.53,13.658,0.597,33.58,2209.1,0.66,2.855,1.76,2.687,-1.1,-0.4975,0.3813,0,0.016302
1873.84,112.86,58.09,13.792,0.898,0.83,3319.9,0.77,2.488,2.35,1.361,-0.748,-0.382,0.3527,0,0.016302
1792.39,108.96,62.79,13.813,0.975,20.75,1125.2,0.901,0.837,1.36,1.32,1.513,-0.3761,0.3272,0,0.002025
1671.54,110.93,60.95,13.908,0.643,20.32,2547.9,0.71,1.143,2.232,4.155,-0.186,-0.4073,0.0094,0,0.016302
1772.84,109.77,61.3,13.608,1.161,5.73,1246.4,0.802,2.419,1.576,2.245,-1.988,-0.5557,0.2992,0,0.012128
1672.29,106.64,62.78,13.592,0.415,3.38,1454.0,0.59,0.589,0.733,-3.244,0.904,-0.1953,0.0519,0,0.000824
1618.08,114.89,54.4,13.421,0.485,40.47,1463.4,0.739,0.0,1.348,0.791,1.24,-0.3792,0.061,0,0.016302
1873.5,129.24,58.61,13.749,0.938,56.79,1720.8,0.838,2.077,0.808,2.12,-3.413,0.0209,0.1395,0,0.075858
1642.17,105.99,64.76,13.739,0.516,21.37,892.0,0.595,1.068,0.584,2.941,-1.759,-0.0915,0.1484,0,0.000824
2122.89,119.83,59.74,13.238,1.24,26.42,1866.2,0.899,1.527,2.68,-0.223,-0.264,-0.3073,0.1547,0,0.039166
1915.0,109.96,59.64,13.939,1.124,0.47,7268.2,0.849,3.139,0.74,2.051,-2.072,-0.2593,0.2526,0,0.009952
1847.2,121.92,66.87,13.643,0.624,19.65,0.0,0.699,3.102,1.564,0.651,1.412,-0.1752,0.3026,0,0.035571
1941.51,109.4,58.25,13.778,0.921,8.42,3595.8,0.779,2.555,2.36,1.984,-0.855,-0.089,0.2919,0,0.000824
1915.39,106.73,62.18,13.068,0.902,-8.44,2289.6,0.72,2.465,2.467,1.116,0.358,-0.124,0.1486,0,0.000824
1796.13,100.75,58.25,13.847,0.582,13.42,1678.2,0.763,0.352,0.411,0.776,1.295,-0.1916,-0.0303,0,0.000824
1797.89,118.08,55.27,13.213,1.031,13.61,9549.9,0.568,2.465,3.046,0.13,0.269,-0.3073,0.083,0,0.024127
1801.72,118.07,59.53,13.723,0.433,35.99,1917.5,0.486,1.603,0.992,-0.586,-0.874,-0.1216,0.2128,0,0.006693
1875.42,124.55,61.18,13.463,0.903,32.29,5644.9,0.675,3.521,2.438,0.513,0.975,-0.1842,0.3163,0,0.035571
1742.27,105.29,58.56,13.73,0.799,8.83,2040.8,0.875,0.761,2.066,2.962,-0.272,-0.3568,0.0052,0,0.002025
1559.86,113.31,62.14,13.484,0.335,23.09,827.9,0.341,0.969,1.03,1.547,-0.187,-0.1977,0.1235,0,0.006693
2261.95,130.35,57.12,13.593,1.182,13.82,4418.7,0.862,4.304,0.0,3.391,-0.018,0.0594,0.3216,0,0.182426
1599.35,103.59,61.09,12.04,0.872,-16.14,1908.8,0.728,0.219,3.781,-0.164,-1.197,-0.458,0.0707,0,0.003684
1668.72,114.78,60.35,13.724,0.489,46.17,1397.4,0.357,2.335,0.0,-0.182,-1.633,-0.1448,0.2084,0,0.006693
1465.57,99.75,63.3,12.848,0.615,-12.64,2138.4,0.452,1.697,2.258,1.016,1.825,-0.1654,0.2237,0,0.000824
1651.5,109.49,64.83,13.491,0.379,17.04,1391.7,0.611,0.251,2.463,1.08,-0.365,0.0004,-0.112,0,0.000824
1645.77,105.35,66.49,13.98,0.6,12.77,1158.0,0.789,0.147,0.0,2.025,-0.912,0.0673,0.1022,0,0.000824
1869.52,118.09,66.14,13.879,0.53,33.57,1340.1,0.737,1.64,1.709,2.071,0.699,-0.0084,0.0113,0,0.006693
1790.38,107.7,62.35,13.445,0.852,14.52,1286.0,0.853,0.0,0.774,2.887,1.549,-0.093,-0.0376,0,0.000824
1914.02,113.77,58.35,13.993,0.713,36.61,1562.9,0.869,0.628,0.935,-1.719,-0.183,-0.0937,0.1752,0,0.006693
1742.99,102.32,67.33,13.887,0.535,-1.35,536.1,0.492,1.065,3.067,0.945,-0.411,-0.2913,-0.0791,0,0.001501
1809.74,107.23,66.08,13.287,0.537,-1.83,2221.7,0.54,0.883,3.878,0.498,1.093,-0.4717,0.0479,0,0.003684
1762.73,105.82,61.99,13.903,0.702,9.03,2254.3,0.792,1.025,2.188,1.595,-1.214,-0.51,0.0041,0,0.002025
1579.59,111.31,67.1,13.814,0.509,14.65,2409.4,0.507,1.536,2.174,4.158,0.381,-0.3872,0.2053,0,0.016302
1882.14,121.8,62.3,13.895,0.64,29.86,1459.9,0.546,2.815,1.502,-2.055,3.232,-0.1952,0.1925,0,0.035571
1788.95,108.33,60.46,13.452,0.824,25.9,437.6,0.85,1.011,2.531,0.192,1.614,-0.3278,0.0815,0,0.000824
1622.53,118.4,62.93,13.655,0.454,47.98,1433.6,0.544,0.938,1.322,-2.33,-1.587,-0.1644,0.0025,0,0.014774
1514.57,109.3,64.26,13.351,0.447,23.26,1708.6,0.614,0.0,2.761,0.185,-0.033,-0.1768,-0.0589,0,0.001501
1712.79,117.05,60.35,13.754,0.602,28.3,2160.8,0.603,2.11,1.889,0.009,-1.05,-0.0034,0.2196,0,0.006693
1835.67,119.37,65.27,13.641,0.639,32.57,4053.5,0.731,0.584,1.435,2.846,0.226,-0.2081,-0.0048,0,0.006693
2152.36,119.01,54.92,13.736,1.166,6.05,5532.1,0.902,2.112,1.486,2.899,-0.651,-0.0968,0.2744,1,0.039166
1848.75,101.75,62.02,12.533,0.843,-15.71,273.5,0.74,1.84,2.244,0.693,-1.311,-0.1818,0.0942,0,0.000824
2046.84,119.71,59.92,13.659,1.037,40.2,1032.0,0.914,2.574,1.379,0.961,-0.073,-0.1776,0.2832,0,0.006693
1577.5,111.17,64.48,13.75,0.515,34.99,512.1,0.567,1.779,1.735,2.502,-0.371,-0.2421,0.175,0,0.006693
1666.93,90.64,58.3,11.247,0.704,-42.11,3545.1,0.682,1.405,3.242,0.999,-2.537,-0.3427,0.2227,0,0.013387
2031.01,128.51,57.51,13.439,0.632,21.02,1472.8,0.505,3.158,2.071,-0.428,-2.655,-0.315,0.411,0,0.035571
1810.85,118.12,62.54,13.777,0.522,18.73,214.3,0.46,2.307,0.787,1.124,0.397,-0.2303,0.1558,0,0.006693
1858.18,114.49,61.0,13.618,0.914,22.04,298.2,0.875,0.97,1.798,-1.193,0.551,-0.2165,0.017,0,0.006693
1975.73,117.93,57.73,13.508,0.965,40.94,1173.4,0.915,0.607,1.949,1.746,-0.07,-0.1812,0.031,0,0.006693
2198.1,125.31,60.69,13.901,1.366,22.26,5302.2,0.919,3.256,1.032,3.413,-0.502,-0.0383,0.3409,0,0.182426
1964.67,107.63,60.11,11.976,1.137,-32.28,1931.2,0.829,2.99,1.563,1.856,0.604,-0.2769,0.4068,0,0.043107
1904.64,104.07,58.71,13.63,0.706,-1.49,6437.1,0.433,2.319,1.339,2.686,-1.033,-0.1394,0.1113,0,0.001659
1762.89,105.62,62.55,13.36,0.686,-12.68,1367.0,0.74,0.485,2.099,0.98,-3.213,-0.0364,0.0907,0,0.000824
1972.45,112.82,60.16,13.544,0.898,2.54,707.0,0.769,1.648,2.763,0.237,-0.58,-0.2415,0.112,0,0.012128
2004.01,113.5,55.62,13.308,0.957,-3.95,6628.9,0.71,3.529,1.9,1.028,-1.225,-0.175,0.1399,0,0.013387
1724.24,112.66,62.14,13.989,0.509,38.73,798.2,0.766,0.129,1.643,2.334,-0.229,-0.3164,0.1713,0,0.006693
1798.47,105.21,59.93,13.008,0.787,-10.51,6310.6,0.684,1.975,2.443,-0.116,-4.426,-0.2726,0.143,0,0.004967
2114.52,114.03,57.46,13.427,1.028,1.28,4155.1,0.8,3.122,2.34,1.673,-0.802,-0.1576,0.3454,0,0.006693
1747.1,125.27,60.02,13.562,0.423,47.74,1561.6,0.504,0.83,1.284,1.4,0.577,-0.1418,0.0229,0,0.075858
1811.01,100.31,59.36,13.394,1.009,13.72,1886.0,0.839,0.0,1.718,2.333,1.517,-0.0799,-0.0275,0,0.000824
1845.53,119.26,57.88,13.505,0.762,20.84,7513.8,0.637,2.346,0.962,0.329,-3.423,-0.0868,0.0978,0,0.013387
1685.37,113.94,66.26,13.747,0.853,20.38,1369.4,0.554,1.442,2.424,-0.569,2.501,-0.1779,0.01,0,0.006693
2070.52,117.73,52.98,14.013,1.433,5.36,5182.8,0.93,2.785,2.138,-0.737,-2.669,-0.2453,0.1718,0,0.039166
1699.84,111.16,65.29,13.663,0.234,18.59,567.0,0.582,0.518,0.0,-0.578,0.426,-0.1633,-0.0795,0,0.006693
1877.06,109.57,63.88,13.905,0.904,4.84,1596.9,0.837,1.061,1.201,0.184,0.595,-0.0999,0.0341,0,0.000824
1757.27,113.41,67.14,13.49,0.625,26.23,1427.6,0.796,0.473,2.08,-1.394,0.18,-0.1165,0.1841,0,0.006693
2160.84,124.15,57.58,13.563,1.529,15.67,9057.2,0.847,5.218,2.646,0.763,-0.724,-0.4826,0.4978,0,0.768525
1821.65,105.16,59.8,13.609,0.829,-2.71,2259.0,0.75,0.62,1.329,-0.932,-3.104,-0.2567,0.1398,0,0.000824
1693.92,117.38,62.99,13.846,0.327,44.09,1074.9,0.464,1.225,0.884,3.412,-3.591,-0.0135,-0.0548,0,0.01984
1956.93,112.1,56.16,13.835,0.561,7.35,5357.0,0.652,1.79,0.694,0.32,0.853,0.0763,0.0104,0,0.006693
1686.42,111.55,61.47,13.801,0.343,24.05,1209.2,0.45,0.124,1.992,2.406,-4.441,-0.1332,-0.0611,0,0.01984
1955.12,112.16,62.87,13.376,1.106,-1.83,2322.2,0.874,1.471,2.753,2.359,-0.537,-0.1953,0.165,0,0.069138
1719.38,112.7,64.05,13.53,0.559,34.03,972.2,0.6,1.533,0.939,0.881,-1.105,-0.1584,0.1459,0,0.006693
2192.8,125.23,56.68,13.755,1.305,9.92,3825.4,0.84,4.334,1.748,1.408,0.991,-0.1801,0.3349,0,0.182426
1667.53,111.02,60.43,13.497,0.643,21.33,1918.9,0.624,0.392,2.357,-0.948,-1.576,-0.432,0.1215,0,0.016302
2126.6,119.7,59.34,13.614,0.981,13.45,9048.5,0.545,4.49,0.693,-2.353,-3.907,-0.1588,0.4895,0,0.109097
1680.01,113.49,70.06,14.039,0.527,19.23,78.3,0.493,2.435,0.779,2.268,-0.796,-0.1349,0.2901,0,0.006693
1744.92,106.06,63.79,13.725,0.812,16.39,1658.5,0.796,0.758,2.361,4.657,0.355,-0.2212,0.1914,0,0.000824
1761.16,113.03,58.9,13.09,1.092,-5.15,2806.4,0.938,2.548,2.887,4.25,-1.605,-0.2694,0.286,0,0.012128
1829.84,106.89,58.18,13.829,0.855,7.68,6793.0,0.466,2.56,0.854,1.806,0.57,-0.0668,0.1198,0,0.001659
2138.39,119.87,55.07,13.969,1.35,-1.56,8981.9,0.853,4.736,2.384,1.008,-1.831,-0.235,0.4143,0,0.075858
2048.43,119.39,64.91,13.807,0.979,16.88,5865.8,0.383,4.693,1.725,-0.974,2.077,-0.1633,0.3719,0,0.006693
1828.45,115.96,59.58,13.696,0.911,23.18,6742.5,0.329,4.13,1.611,2.4,-0.591,-0.2022,0.1981,0,0.013387
1868.67,123.59,59.72,13.291,0.583,42.91,1053.9,0.656,1.972,0.954,2.809,1.979,-0.1076,0.2506,0,0.035571
1921.1,122.16,63.16,13.651,0.947,36.96,1688.0,0.9,0.996,1.779,5.794,0.763,-0.2115,0.1611,0,0.035571
1374.92,111.24,65.36,13.651,0.252,43.11,898.9,0.604,0.0,2.242,2.092,-0.685,-0.3465,0.0994,0,0.006693
1978.8,110.78,63.48,13.716,0.837,9.94,1699.0,0.875,0.669,1.015,-0.142,-0.316,-0.0752,0.1027,0,0.006693
1804.38,115.2,65.73,13.362,1.015,8.09,6013.5,0.478,4.344,2.319,-2.302,0.558,-0.2508,0.1638,0,0.006693
2048.88,111.52,60.44,11.463,1.214,-33.08,971.7,0.906,2.214,3.341,1.225,-0.444,-0.5174,0.218,1,0.622459
1593.84,98.42,63.97,13.929,0.237,11.71,635.0,0.518,0.191,0.958,2.935,1.636,-0.0839,-0.225,0,0.000824
1646.51,113.8,60.86,13.516,0.813,34.3,1644.6,0.862,0.327,1.518,0.248,-0.94,-0.1918,0.0875,0,0.006693
1922.13,116.29,63.25,13.148,0.979,14.86,426.7,0.856,2.031,1.157,2.195,-1.555,-0.1291,0.0889,0,0.006693
1880.56,117.72,57.65,13.685,0.658,13.25,5360.2,0.733,2.813,2.123,-1.912,-3.232,-0.1599,0.2402,0,0.006693
1641.59,118.12,68.13,13.942,0.448,33.06,0.0,0.503,1.441,1.25,-1.391,1.318,-0.0284,-0.0087,0,0.006693
1816.47,124.0,64.38,13.419,0.714,39.61,1350.6,0.83,1.747,1.774,2.858,-1.173,-0.1023,0.1671,0,0.035571
1515.56,106.78,58.25,13.724,0.485,43.65,1614.5,0.514,0.698,0.903,1.009,-0.313,-0.0925,-0.0051,0,0.000824
1766.09,106.16,66.98,13.963,0.779,0.04,1702.4,0.751,0.646,1.11,3.061,0.279,-0.2792,-0.069,0,0.000824
